drug,prot,score
ZINC000006744584,O97193,6.39
ZINC000001530666,O97193,6.4
ZINC000100015775,O97193,6.4
ZINC000253476027,O97193,6.4
ZINC000253476026,O97193,6.4
ZINC000253476028,O97193,6.4
ZINC000001530667,O97193,6.4
ZINC000100301743,O97193,6.4
ZINC000100015780,O97193,6.4
ZINC000100011067,Q4QBL1,6.4
ZINC000253476025,O97193,6.4
ZINC000100089454,O97193,6.4
ZINC000205341959,Q4QHJ8,6.4
ZINC000003977767,O15826,6.41
ZINC000043206238,O97193,6.41
ZINC000003918583,O97193,6.42
ZINC000113476229,O97193,6.43
ZINC000096077628,O97193,6.43
ZINC000299888511,P48499,6.45
ZINC000299888509,P48499,6.45
ZINC000253687865,P48499,6.45
ZINC000299888510,P48499,6.45
ZINC000100054084,O15826,6.47
ZINC000034661169,O97193,6.47
ZINC000261494588,O15826,6.47
ZINC000100054077,O15826,6.47
ZINC000061947269,O15826,6.47
ZINC000098188622,O15826,6.47
ZINC000261494587,O15826,6.47
ZINC000100054079,O15826,6.47
ZINC000100054081,O15826,6.47
ZINC000000057313,O15826,6.48
ZINC000000003642,O15826,6.48
ZINC000004099013,O15826,6.48
ZINC000095627836,Q4QHJ8,6.49
ZINC000000538285,O97193,6.5
ZINC000035328014,O97193,6.5
ZINC000034007762,O97193,6.5
ZINC000068250431,O97193,6.52
ZINC000100057318,O15826,6.54
ZINC000101147375,O15826,6.54
ZINC000100037020,O15826,6.54
ZINC000100229736,O15826,6.54
ZINC000100743496,O15826,6.54
ZINC000031996245,O15826,6.55
ZINC000038381027,O97193,6.55
ZINC000029407434,O15826,6.55
ZINC000029407431,O15826,6.55
ZINC000005850903,O15826,6.55
ZINC000034997404,O97193,6.56
ZINC000100005150,O97193,6.56
ZINC000100005148,O97193,6.56
ZINC000003831000,Q4QBL1,6.58
ZINC000003830999,Q4QBL1,6.58
ZINC000068153186,Q4QBL1,6.59
ZINC000033989474,O97193,6.6
ZINC000100017742,O97193,6.6
ZINC000031771386,O97193,6.6
ZINC000003813083,Q4QBL1,6.6
ZINC000000000449,Q4QBL1,6.6
ZINC000012484965,O97193,6.6
ZINC000100017736,O97193,6.6
ZINC000003995861,O97193,6.6
ZINC000004212939,O15826,6.6
ZINC000091302264,O15826,6.61
ZINC000003921788,O15826,6.61
ZINC000009574770,O15826,6.61
ZINC000095617679,O15826,6.61
ZINC000299818013,O15826,6.61
ZINC000000602091,O15826,6.62
ZINC000060328032,O97193,6.63
ZINC000004096986,O15826,6.64
ZINC000000607939,Q4QBL1,6.65
ZINC000000086599,O97193,6.65
ZINC000000000023,O97193,6.65
ZINC000033991944,O15826,6.65
ZINC000033991945,O15826,6.65
ZINC000001542933,O15826,6.65
ZINC000100001918,Q4QBL1,6.65
ZINC000000057435,O15826,6.67
ZINC000038611810,O15826,6.67
ZINC000003873157,O97193,6.67
ZINC000003873156,O97193,6.67
ZINC000095618855,Q4QHJ8,6.68
ZINC000100054890,Q4QHJ8,6.68
ZINC000100054893,Q4QHJ8,6.68
ZINC000003820402,O97193,6.68
ZINC000253476805,O97193,6.69
ZINC000253476806,O97193,6.69
ZINC000090693835,O97193,6.69
ZINC000100051344,O97193,6.69
ZINC000043175204,O15826,6.69
ZINC000100051339,O97193,6.69
ZINC000253476804,O97193,6.69
ZINC000033961869,O97193,6.7
ZINC000004217690,O97193,6.71
ZINC000256335399,O97193,6.71
ZINC000256335390,O97193,6.71
ZINC000256335405,O97193,6.71
ZINC000003814379,O97193,6.71
ZINC000090650484,O97193,6.71
ZINC000117445039,O97193,6.72
ZINC000003953163,O97193,6.73
ZINC000003875362,O97193,6.74
ZINC000003974804,O15826,6.74
ZINC000004097384,O97193,6.74
ZINC000001069090,O97193,6.74
ZINC000003861134,O97193,6.74
ZINC000003861133,O97193,6.74
ZINC000002014190,O97193,6.75
ZINC000072190220,O97193,6.75
ZINC000098209057,O15826,6.76
ZINC000100037135,O97193,6.76
ZINC000081139092,O97193,6.76
ZINC000201075193,O97193,6.76
ZINC000201075230,O97193,6.76
ZINC000072481725,O97193,6.76
ZINC000064622550,O97193,6.76
ZINC000100037132,O97193,6.76
ZINC000064622553,O97193,6.76
ZINC000013509425,O15826,6.78
ZINC000006067554,O97193,6.81
ZINC000020621755,O15826,6.81
ZINC000020621758,O15826,6.81
ZINC000212549609,O15826,6.83
ZINC000005065159,O15826,6.83
ZINC000005065160,O15826,6.83
ZINC000100037710,O15826,6.83
ZINC000100037714,O15826,6.83
ZINC000212549525,O15826,6.83
ZINC000053683694,O97193,6.84
ZINC000100057121,O15826,6.84
ZINC000053683690,O97193,6.84
ZINC000001530617,O15826,6.85
ZINC000001530618,O15826,6.85
ZINC000063298059,O15826,6.86
ZINC000001269201,O97193,6.86
ZINC000005497532,O15826,6.86
ZINC000005162662,O15826,6.86
ZINC000000596006,O97193,6.86
ZINC000008552018,Q4QHJ8,6.87
ZINC000100037890,Q4QHJ8,6.88
ZINC000100037885,Q4QHJ8,6.88
ZINC000013648755,Q4QHJ8,6.88
ZINC000000537804,O15826,6.89
ZINC000038471398,O97193,6.91
ZINC000004245650,Q4QHJ8,6.91
ZINC000002565953,O15826,6.91
ZINC000013676867,O15826,6.91
ZINC000068204830,O15826,6.93
ZINC000115922684,O97193,6.93
ZINC000100014791,O15826,6.93
ZINC000008143788,O15826,6.93
ZINC000004212809,O97193,6.94
ZINC000003782486,O97193,6.95
ZINC000003861637,Q4QBL1,6.95
ZINC000017653971,O97193,6.96
ZINC000000538484,O97193,6.98
ZINC000003823813,O15826,6.99
ZINC000043100709,O15826,6.99
ZINC000005138214,O15826,60.04
ZINC000001571392,O97193,60.04
ZINC000000000816,O97193,60.04
ZINC000005138217,O15826,60.04
ZINC000006409735,Q27686,60.04
ZINC000071788642,Q4QHJ8,60.04
ZINC000000537891,O15826,60.05
ZINC000000538273,O15826,60.05
ZINC000197898675,O15826,60.05
ZINC000197898937,O15826,60.05
ZINC000036410989,Q4QBL1,60.06
ZINC000003874467,O15826,60.06
ZINC000014235557,O15826,60.07
ZINC000095930187,O15826,60.08
ZINC000003946372,Q4QHJ8,60.1
ZINC000003798537,O15826,60.1
ZINC000027420855,Q4QHJ8,60.1
ZINC000005114733,Q27686,60.12
ZINC000000020250,O15826,60.12
ZINC000000056647,O15826,60.12
ZINC000035793138,O97193,60.14
ZINC000095915244,Q27686,60.15
ZINC000003917400,Q27686,60.15
ZINC000102249909,Q27686,60.15
ZINC000008618002,Q27686,60.15
ZINC000004641374,Q27686,60.15
ZINC000003938664,O15826,60.16
ZINC000001653612,O15826,60.17
ZINC000003984016,O15826,60.17
ZINC000117532869,Q4QHJ8,60.18
ZINC000100054758,O15826,60.18
ZINC000100054760,O15826,60.18
ZINC000261494613,O15826,60.18
ZINC000261494614,O15826,60.18
ZINC000023358248,O97193,60.22
ZINC000256335399,Q4QHJ8,60.23
ZINC000256335405,Q4QHJ8,60.23
ZINC000004217690,Q4QHJ8,60.23
ZINC000256335390,Q4QHJ8,60.23
ZINC000003814379,Q4QHJ8,60.23
ZINC000000005617,O15826,60.23
ZINC000090650484,Q4QHJ8,60.23
ZINC000013607514,O97193,60.24
ZINC000002047214,O15826,60.24
ZINC000100019188,O97193,60.24
ZINC000253917094,O97193,60.24
ZINC000012503151,O97193,60.24
ZINC000229984288,O15826,60.25
ZINC000230123065,O15826,60.25
ZINC000000004503,Q27686,60.32
ZINC000002015994,Q27686,60.32
ZINC000043203531,O15826,60.33
ZINC000085537142,O15826,60.34
ZINC000253665308,Q4QHJ8,60.34
ZINC000253665303,Q4QHJ8,60.34
ZINC000004097285,Q4QHJ8,60.34
ZINC000090716740,Q4QHJ8,60.34
ZINC000253665314,Q4QHJ8,60.34
ZINC000003860188,O15826,60.43
ZINC000068245028,O97193,60.44
ZINC000001530713,O15826,60.54
ZINC000000593414,O15826,60.56
ZINC000008214470,O97193,60.6
ZINC000169289386,O97193,60.64
ZINC000001542594,O97193,60.64
ZINC000001846165,O97193,60.64
ZINC000003938976,Q4QBL1,60.65
ZINC000003953158,Q4QBL1,60.66
ZINC000000597980,O15826,60.76
ZINC000077269415,O97193,60.8
ZINC000077269418,O97193,60.8
ZINC000001530906,Q27686,60.82
ZINC000001530907,Q27686,60.82
ZINC000100218367,O97193,60.84
ZINC000299818009,O97193,60.84
ZINC000299818011,O97193,60.84
ZINC000299818010,O97193,60.84
ZINC000013587959,O97193,60.84
ZINC000004212953,O97193,60.84
ZINC000004212945,Q27686,60.87
ZINC000169748244,Q27686,60.92
ZINC000003810905,Q6TUJ5,60.94
ZINC000003979155,Q4QBL1,60.95
ZINC000035996916,O97193,600.0
ZINC000169368439,Q4QBL1,600.03
ZINC000001545856,O97193,600.03
ZINC000000001317,O15826,600.26
ZINC000114896976,Q6TUJ5,600.43
ZINC000137470092,Q4QBL1,600.46
ZINC000002036848,Q4QBL1,600.69
ZINC000000643114,O97193,600.92
ZINC000000601305,O97193,600.92
ZINC000000000546,O15826,600.96
ZINC000011536302,O15826,600.96
ZINC000000000797,O97193,6000.72
ZINC000000056626,Q6TUJ5,60003.99
ZINC000000056625,Q6TUJ5,60003.99
ZINC000002526389,Q4QHJ8,6001.02
ZINC000002528510,Q4QHJ8,6001.02
ZINC000000057341,Q27686,60015.91
ZINC000000057340,Q27686,60015.91
ZINC000003796820,O97193,6002.12
ZINC000001999543,O15826,6002.34
ZINC000001999542,O15826,6002.34
ZINC000003581355,Q4QHJ8,60021.19
ZINC000000601293,Q4QHJ8,60022.77
ZINC000003814007,O15826,6003.52
ZINC000014968224,Q4QHJ8,6003.62
ZINC000261494624,Q4QHJ8,60030.02
ZINC000100053651,Q4QHJ8,60030.02
ZINC000100053654,Q4QHJ8,60030.02
ZINC000100053656,Q4QHJ8,60030.02
ZINC000100053657,Q4QHJ8,60030.02
ZINC000261494623,Q4QHJ8,60030.02
ZINC000261494625,Q4QHJ8,60030.02
ZINC000261494626,Q4QHJ8,60030.02
ZINC000019230121,Q4QBL1,60035.75
ZINC000026982268,O97193,6004.5
ZINC000001543916,Q4QHJ8,6004.51
ZINC000001995484,Q4QHJ8,6004.51
ZINC000003831317,Q6TUJ5,6005.65
ZINC000150339083,Q4QBL1,6005.78
ZINC000150346926,Q4QBL1,6005.78
ZINC000011686484,Q4QBL1,60072.88
ZINC000003781885,Q4QBL1,60072.88
ZINC000014454665,Q4QBL1,60078.88
ZINC000077874208,Q4QBL1,6008.78
ZINC000000599985,O97193,60084.55
ZINC000000389291,P48499,60091.15
ZINC000003975718,Q6TUJ5,60091.54
ZINC000034001236,Q4QBL1,60091.74
ZINC000068198368,Q6TUJ5,601.16
ZINC000001481833,Q27686,601.25
ZINC000100005085,Q27686,601.25
ZINC000043207055,P48499,601.8
ZINC000003802233,Q4QBL1,601.81
ZINC000013449237,Q4QBL1,601.81
ZINC000002041017,P48499,6010.19
ZINC000001606505,P48499,6010.19
ZINC000038393445,Q4QHJ8,6011.38
ZINC000000013936,Q4QHJ8,6011.55
ZINC000095617666,Q6TUJ5,60110.75
ZINC000034092806,Q27686,60111.14
ZINC000116796247,Q27686,60112.99
ZINC000001547851,Q4QHJ8,6012.23
ZINC000003830990,Q4QHJ8,6012.23
ZINC000001577120,O15826,6012.49
ZINC000000057439,Q6TUJ5,6012.69
ZINC000000020260,Q6TUJ5,6012.69
ZINC000001481960,Q6TUJ5,601202.18
ZINC000006661227,Q27686,60129.36
ZINC000014879963,Q6TUJ5,6013.4
ZINC000004217406,Q6TUJ5,6013.4
ZINC000000602799,P48499,6014.42
ZINC000003916663,P48499,6016.52
ZINC000253635204,Q4QHJ8,60162.97
ZINC000150572205,Q4QBL1,60170.9
ZINC000001536786,Q4QHJ8,60171.76
ZINC000001999423,Q4QHJ8,60171.76
ZINC000685933069,Q4QHJ8,6018.59
ZINC000059111167,O97193,6019.01
ZINC000256090413,Q6TUJ5,602.28
ZINC000001891052,Q6TUJ5,602.28
ZINC000008656248,Q6TUJ5,602.28
ZINC000004825704,Q6TUJ5,602.28
ZINC000003986763,Q4QBL1,602.48
ZINC000001649503,Q4QHJ8,602.73
ZINC000100054826,O15826,602.74
ZINC000100054828,O15826,602.74
ZINC000002019973,O15826,602.78
ZINC000003778847,O15826,602.78
ZINC000039716080,Q4QHJ8,602.9
ZINC000026844771,Q6TUJ5,60206.92
ZINC000000004351,P48499,6021.27
ZINC000001533881,Q27686,6021.52
ZINC000005115799,Q4QHJ8,60215.78
ZINC000003951737,Q4QHJ8,60234.03
ZINC000053684118,Q4QHJ8,60234.03
ZINC000038154034,Q4QHJ8,60234.03
ZINC000001577120,Q4QHJ8,60238.46
ZINC000034676244,Q4QBL1,6024.32
ZINC000034676245,Q4QBL1,6024.32
ZINC000019862646,Q6TUJ5,6024.37
ZINC000038277745,O97193,6025.35
ZINC000095618750,Q4QHJ8,6025.55
ZINC000006092007,Q27686,60251.03
ZINC000002525884,Q6TUJ5,60259.76
ZINC000021981408,Q6TUJ5,60259.76
ZINC000034381154,Q6TUJ5,602621.41
ZINC000004475353,Q4QBL1,6027.0
ZINC000003786192,Q4QBL1,6027.0
ZINC000000105086,Q27686,60277.23
ZINC000100018343,Q27686,60277.23
ZINC000006019305,P48499,6028.86
ZINC000001540640,P48499,6028.86
ZINC000001530756,O15826,6029.01
ZINC000257526033,Q4QBL1,6029.32
ZINC000257526031,Q4QBL1,6029.32
ZINC000257526034,Q4QBL1,6029.32
ZINC000257526032,Q4QBL1,6029.32
ZINC000118915343,Q4QBL1,6029.32
ZINC000118915341,Q4QBL1,6029.32
ZINC000118915340,Q4QBL1,6029.32
ZINC000118915342,Q4QBL1,6029.32
ZINC000035328520,O15826,6029.62
ZINC000002322660,Q4QBL1,60292.58
ZINC000003918087,O97193,603.06
ZINC000003820027,Q4QBL1,603.06
ZINC000003938704,O97193,603.06
ZINC000001530348,O15826,603.15
ZINC000003954692,Q4QHJ8,603.25
ZINC000200430428,Q4QHJ8,603.48
ZINC000011681534,Q6TUJ5,603.48
ZINC000005844792,Q6TUJ5,603.48
ZINC000003798603,Q6TUJ5,603.48
ZINC000004213946,Q6TUJ5,603.48
ZINC000001999441,Q6TUJ5,603.48
ZINC000005844788,Q6TUJ5,603.48
ZINC000000607986,Q6TUJ5,603.48
ZINC000100054975,Q4QHJ8,603.53
ZINC000100054977,Q4QHJ8,603.53
ZINC000261494611,Q4QHJ8,603.53
ZINC000261494610,Q4QHJ8,603.53
ZINC000001482913,O97193,603.75
ZINC000011616581,O97193,603.75
ZINC000011616579,O97193,603.75
ZINC000071757964,O97193,603.75
ZINC000011616580,O97193,603.75
ZINC000036401375,Q4QBL1,603.95
ZINC000000057255,P48499,603.97
ZINC000000020253,P48499,603.97
ZINC000004083557,Q4QHJ8,6031.53
ZINC000030731219,Q4QBL1,6031.93
ZINC000003924967,Q4QHJ8,60316.16
ZINC000022458031,Q4QBL1,60317.48
ZINC000003820616,Q27686,6032.4
ZINC000169368439,Q6TUJ5,6032.97
ZINC000036387179,Q4QBL1,60321.06
ZINC000253616931,Q4QBL1,60321.06
ZINC000095889730,Q4QBL1,60321.06
ZINC000253616932,Q4QBL1,60321.06
ZINC000095577747,Q4QBL1,60324.24
ZINC000000001691,Q4QHJ8,60324.3
ZINC000013540519,Q4QBL1,6036.28
ZINC000001538900,O15826,6037.52
ZINC000051133897,Q4QBL1,6037.55
ZINC000019203912,Q4QHJ8,60370.95
ZINC000038608147,Q4QHJ8,60374.06
ZINC000002570817,Q4QHJ8,60375.46
ZINC000000002055,P48499,60376.45
ZINC000003831475,Q4QHJ8,60378.24
ZINC000003831477,Q4QHJ8,60378.24
ZINC000003831474,Q4QHJ8,60378.24
ZINC000002020020,Q27686,60391.7
ZINC000033979157,Q6TUJ5,60394.62
ZINC000005699865,P48499,604.1
ZINC000100054856,P48499,604.1
ZINC000100054849,P48499,604.1
ZINC000095618850,P48499,604.1
ZINC000067664978,P48499,604.12
ZINC000004097472,O15826,604.15
ZINC000000119983,P48499,604.34
ZINC000000119988,P48499,604.34
ZINC000003812984,Q6TUJ5,604.57
ZINC000001280092,Q6TUJ5,604.57
ZINC000003924950,O15826,604.64
ZINC000118912450,Q27686,604.71
ZINC000137276869,O15826,604.84
ZINC000000039089,O97193,604.88
ZINC000000039090,O97193,604.88
ZINC000000538386,O15826,604.94
ZINC000003938746,O15826,604.99
ZINC000000598322,Q27686,6040.53
ZINC000004245623,P48499,6040.82
ZINC000004245625,P48499,6040.82
ZINC000000024409,Q6TUJ5,60405.09
ZINC000068205977,P48499,6041.39
ZINC000018043251,P48499,60424.6
ZINC000005975487,Q4QHJ8,60426.99
ZINC000071928291,P48499,60428.78
ZINC000060183168,P48499,60428.78
ZINC000060183173,P48499,60428.78
ZINC000060183167,P48499,60428.78
ZINC000060183170,P48499,60428.78
ZINC000003798247,Q27686,6043.29
ZINC000001587572,Q4QHJ8,6043.32
ZINC000002036915,Q4QHJ8,6043.32
ZINC000000603008,Q4QBL1,60449.68
ZINC000085537011,Q4QHJ8,6045.23
ZINC000005115833,Q27686,60451.47
ZINC000003995455,Q27686,60451.47
ZINC000003830706,Q6TUJ5,604577.78
ZINC000085563443,Q4QBL1,6046.33
ZINC000085563461,Q4QBL1,6046.33
ZINC000085563455,Q4QBL1,6046.33
ZINC000085563452,Q4QBL1,6046.33
ZINC000000895969,O97193,6046.43
ZINC000000013635,Q4QBL1,60465.54
ZINC000003995923,Q4QBL1,60465.54
ZINC000004215548,Q4QHJ8,60468.27
ZINC000001532728,Q27686,60468.6
ZINC000019230196,Q27686,60469.06
ZINC000019230197,Q27686,60469.06
ZINC000000000063,Q4QHJ8,60476.23
ZINC000002007481,Q4QHJ8,60476.23
ZINC000000000859,Q27686,6048.87
ZINC000000403053,Q27686,6048.87
ZINC000001532525,O15826,605.07
ZINC000034892269,Q4QHJ8,605.33
ZINC000003798537,Q4QHJ8,605.34
ZINC000095587536,Q4QBL1,605.41
ZINC000001481789,P48499,605.42
ZINC000001482162,P48499,605.42
ZINC000001490477,Q4QHJ8,605.65
ZINC000000538658,Q4QHJ8,605.65
ZINC000003778441,O97193,605.71
ZINC000001843030,O97193,605.84
ZINC000100048501,O97193,605.84
ZINC000001843029,O97193,605.84
ZINC000008215403,Q4QHJ8,6050.38
ZINC000136035075,Q6TUJ5,6050.51
ZINC000136035040,Q6TUJ5,6050.51
ZINC000000388179,O15826,6050.55
ZINC000000000353,Q6TUJ5,60501.74
ZINC000000394284,Q6TUJ5,60501.74
ZINC000012503119,Q6TUJ5,60506.25
ZINC000003791297,Q6TUJ5,60506.25
ZINC000001530718,Q27686,6051.02
ZINC000001530717,Q27686,6051.02
ZINC000000001099,Q4QHJ8,60510.84
ZINC000000523926,Q4QHJ8,60513.83
ZINC000000523925,Q4QHJ8,60513.83
ZINC000002586028,P48499,6052.17
ZINC000001535009,Q6TUJ5,60520.87
ZINC000013545636,Q4QHJ8,60523.13
ZINC000013545634,Q4QHJ8,60523.13
ZINC000253633622,Q4QBL1,60527.45
ZINC000100029945,Q4QBL1,60527.45
ZINC000003929486,O15826,6053.0
ZINC000008383240,O15826,6053.0
ZINC000253690476,Q4QHJ8,60534.69
ZINC000004099032,Q4QHJ8,60534.69
ZINC000043677060,Q4QHJ8,60534.69
ZINC000105121658,Q4QHJ8,60534.69
ZINC000253690482,Q4QHJ8,60534.69
ZINC000009230249,Q4QHJ8,60535.89
ZINC000006092735,P48499,6055.86
ZINC000022059268,Q4QHJ8,60552.78
ZINC000068248147,Q4QHJ8,60554.04
ZINC000000001299,O15826,6056.53
ZINC000043207826,Q27686,6056.95
ZINC000085551979,Q27686,60561.02
ZINC000003994899,Q4QBL1,60568.2
ZINC000000001382,Q4QHJ8,60572.66
ZINC000002504612,Q4QHJ8,60574.45
ZINC000006382803,Q4QBL1,60578.18
ZINC000012410091,Q4QHJ8,6058.43
ZINC000043201114,Q6TUJ5,6058.46
ZINC000138494096,Q4QHJ8,6059.1
ZINC000299841505,Q4QHJ8,6059.1
ZINC000003812887,Q6TUJ5,60593.88
ZINC000043203372,Q4QHJ8,606.01
ZINC000003935603,Q4QHJ8,606.18
ZINC000034962220,O15826,606.35
ZINC000011677837,O97193,606.49
ZINC000001532517,O15826,606.6
ZINC000038913962,Q27686,606.65
ZINC000013547277,O97193,606.76
ZINC000006716350,O97193,606.83
ZINC000150340281,Q4QBL1,606.92
ZINC000140986729,P48499,6060.39
ZINC000245224194,O97193,6060.77
ZINC000100054877,Q27686,60603.06
ZINC000014879975,Q27686,60607.05
ZINC000033971123,Q6TUJ5,60612.18
ZINC000000001028,Q4QBL1,60615.84
ZINC000002570852,Q4QHJ8,6062.6
ZINC000006037131,Q4QHJ8,6062.6
ZINC000004097449,Q4QBL1,60629.61
ZINC000001482164,O15826,6063.19
ZINC000008551674,Q6TUJ5,60634.41
ZINC000256310200,Q6TUJ5,60634.41
ZINC000012496781,Q6TUJ5,60634.41
ZINC000013515302,Q6TUJ5,60634.41
ZINC000013515303,Q6TUJ5,60634.41
ZINC000150374443,Q6TUJ5,60634.41
ZINC000004096817,Q6TUJ5,60634.41
ZINC000013515304,Q6TUJ5,60634.41
ZINC000056898832,Q4QHJ8,60638.34
ZINC000002570877,P48499,60639.13
ZINC000000000949,P48499,6064.79
ZINC000000608266,Q4QHJ8,60650.32
ZINC000005424171,Q4QBL1,60657.65
ZINC000100004345,Q6TUJ5,60658.05
ZINC000100004343,Q6TUJ5,60658.05
ZINC000000020228,Q4QBL1,6066.35
ZINC000000057206,Q4QBL1,6066.35
ZINC000006296476,Q4QHJ8,60663.84
ZINC000000003837,Q4QBL1,60664.57
ZINC000003780932,P48499,606661.05
ZINC000004097343,Q27686,60668.7
ZINC000003830974,Q27686,60668.7
ZINC000004097344,Q27686,60668.7
ZINC000028007119,Q27686,60668.7
ZINC000003830976,Q27686,60668.7
ZINC000003777810,Q4QBL1,60671.1
ZINC000137358975,P48499,60675.1
ZINC000003824281,Q27686,6068.59
ZINC000004428527,Q4QHJ8,60688.82
ZINC000000105246,Q4QBL1,60689.42
ZINC000014951500,Q4QBL1,6069.16
ZINC000003629271,Q6TUJ5,60697.82
ZINC000004214767,P48499,607.13
ZINC000027094928,Q27686,607.24
ZINC000006093464,O15826,607.32
ZINC000006093465,O15826,607.32
ZINC000043174901,P48499,607.38
ZINC000019632628,O97193,607.5
ZINC000095617672,O97193,607.59
ZINC000052509437,O97193,607.77
ZINC000052634547,Q4QHJ8,6070.44
ZINC000003914981,Q6TUJ5,60700.02
ZINC000095618630,Q4QBL1,6071.19
ZINC000000968273,Q27686,6071.88
ZINC000000968274,Q27686,6071.88
ZINC000003830500,Q27686,6072.73
ZINC000018113502,Q4QHJ8,60728.95
ZINC000196068306,P48499,6074.96
ZINC000003828115,Q4QBL1,60748.09
ZINC000003830453,Q6TUJ5,6076.65
ZINC000013833092,Q27686,60763.1
ZINC000003791917,Q27686,60763.1
ZINC000033944289,O97193,6077.21
ZINC000033944288,O97193,6077.21
ZINC000012410091,Q4QBL1,6077.83
ZINC000000001288,Q27686,60788.66
ZINC000299888867,P48499,6079.27
ZINC000299888869,P48499,6079.27
ZINC000299888870,P48499,6079.27
ZINC000299888868,P48499,6079.27
ZINC000003977777,P48499,6079.27
ZINC000001530934,P48499,6079.56
ZINC000002020114,O97193,608.03
ZINC000095803508,Q6TUJ5,608.06
ZINC000003915428,O97193,608.13
ZINC000034104937,Q4QBL1,608.13
ZINC000038836256,O97193,608.43
ZINC000140739334,O97193,608.95
ZINC000140739150,O97193,608.95
ZINC000001530797,O15826,608.96
ZINC000001530796,O15826,608.96
ZINC000014618775,Q27686,608.99
ZINC000257371267,Q27686,608.99
ZINC000169654603,Q27686,608.99
ZINC000040429456,Q27686,608.99
ZINC000085552410,Q27686,608.99
ZINC000003925938,Q27686,608.99
ZINC000014618774,Q27686,608.99
ZINC000014618776,Q27686,608.99
ZINC000013986658,Q4QBL1,6080.93
ZINC000000896409,O97193,60808.48
ZINC000011677837,Q4QBL1,6081.91
ZINC000002034481,Q4QHJ8,60827.98
ZINC000000895360,Q4QBL1,6083.34
ZINC000044308337,Q6TUJ5,6083.39
ZINC000252606119,P48499,6083.74
ZINC000252606123,P48499,6083.74
ZINC000004468780,P48499,6083.74
ZINC000242495760,P48499,6083.74
ZINC000252606121,P48499,6083.74
ZINC000025629071,Q4QBL1,60836.86
ZINC000025629079,Q4QBL1,60836.86
ZINC000004498292,Q4QBL1,60836.86
ZINC000004498297,Q4QBL1,60836.86
ZINC000006095847,Q6TUJ5,608444.12
ZINC000000057417,Q4QBL1,60852.56
ZINC000095618777,Q6TUJ5,6086.85
ZINC000000001099,P48499,60861.52
ZINC000113632074,Q4QBL1,60867.93
ZINC000113632070,Q4QBL1,60867.93
ZINC000113632069,Q4QBL1,60867.93
ZINC000113632072,Q4QBL1,60867.93
ZINC000000000565,Q4QHJ8,6087.43
ZINC000000155269,Q4QHJ8,6087.43
ZINC000001843137,Q4QBL1,60877.56
ZINC000001533102,O97193,6088.71
ZINC000001851384,Q6TUJ5,608821.68
ZINC000000001490,Q6TUJ5,608836.39
ZINC000014286400,Q4QHJ8,6089.89
ZINC000003931155,Q4QHJ8,6089.89
ZINC000000608087,Q27686,609.01
ZINC000031983000,Q27686,609.01
ZINC000095617645,Q4QHJ8,609.08
ZINC000004102186,Q4QBL1,609.25
ZINC000100199161,Q6TUJ5,609.26
ZINC000100053167,Q6TUJ5,609.26
ZINC000100053171,Q6TUJ5,609.26
ZINC000002504597,Q6TUJ5,609.26
ZINC000000600547,Q4QBL1,609.52
ZINC000014768469,O97193,609.71
ZINC000004215257,O97193,609.71
ZINC000001578344,O15826,609.75
ZINC000003976535,Q27686,609.93
ZINC000000001688,P48499,60902.02
ZINC000060183177,Q27686,60903.76
ZINC000000004861,P48499,6091.68
ZINC000004626796,P48499,6091.68
ZINC000008214625,O15826,6092.23
ZINC000043197674,Q27686,60925.7
ZINC000028136291,Q27686,60927.04
ZINC000000002009,Q4QHJ8,60929.05
ZINC000261494716,Q4QBL1,6093.09
ZINC000118913658,Q4QBL1,6093.09
ZINC000261494717,Q4QBL1,6093.09
ZINC000261494714,Q4QBL1,6093.09
ZINC000077300876,Q4QBL1,6093.09
ZINC000261494715,Q4QBL1,6093.09
ZINC000026186622,Q4QBL1,6093.52
ZINC000013890655,Q4QBL1,6093.55
ZINC000000585379,Q4QBL1,6093.55
ZINC000000585372,Q4QBL1,6093.55
ZINC000299841513,Q4QBL1,6093.55
ZINC000002020029,Q4QBL1,60936.54
ZINC000014768621,O15826,6094.13
ZINC000000538538,P48499,6095.29
ZINC000000895099,Q27686,60956.61
ZINC000000007673,Q4QHJ8,60959.29
ZINC000030691363,O15826,6096.77
ZINC000000057348,Q4QHJ8,60962.5
ZINC000000057347,Q4QHJ8,60962.5
ZINC000003633833,Q6TUJ5,60967.92
ZINC000001481955,Q6TUJ5,60967.92
ZINC000011681563,P48499,6097.6
ZINC000011616925,Q4QBL1,6097.78
ZINC000001536109,Q4QBL1,6097.78
ZINC000052509437,Q4QHJ8,6097.81
ZINC000028900759,Q4QBL1,60982.25
ZINC000003873778,P48499,60982.59
ZINC000003873781,P48499,60982.59
ZINC000029214450,O97193,6099.34
ZINC000299841540,O97193,6099.34
ZINC000299841542,O97193,6099.34
ZINC000299841541,O97193,6099.34
ZINC000113907790,Q4QHJ8,60990.96
ZINC000000000748,P48499,60992.23
ZINC000005352943,P48499,60992.23
ZINC000100406242,O97193,61.03
ZINC000000003857,Q4QBL1,61.04
ZINC000003780631,Q4QBL1,61.04
ZINC000000601252,O97193,61.05
ZINC000000608130,O97193,61.08
ZINC000100054746,O97193,61.1
ZINC000095618817,O97193,61.1
ZINC000100054749,O97193,61.1
ZINC000100054755,O97193,61.1
ZINC000208774715,Q4QBL1,61.16
