drug,prot,score
id-1028,Q27686,8425.19
id-4508,Q27686,8425.19
id-5090,Q27686,84265.38
id-4356,P48499,84275.83
id-4299,P48499,84288.42
id-2656,Q4QBL1,8429.37
id-63,Q6TUJ5,84291.93
id-855,P48499,843.14
id-958,O97193,843.36
id-1446,Q27686,843.67
id-3254,P48499,84302.76
id-579,Q4QBL1,8431.09
id-4679,P48499,8435.2
id-2487,Q4QHJ8,8436.65
id-3101,P48499,84361.47
id-2627,Q6TUJ5,84363.97
id-594,P48499,8437.84
id-4579,Q4QHJ8,84377.12
id-3557,O97193,8438.4
id-3360,P48499,8439.41
id-3253,Q4QBL1,844.56
id-546,Q4QHJ8,844.72
id-1721,Q4QBL1,84406.96
id-1366,P48499,8442.2
id-1390,Q27686,8442.42
id-5006,Q27686,8443.41
id-1344,P48499,84445.06
id-2300,Q6TUJ5,8445.27
id-5095,O15826,8445.47
id-3303,P48499,84456.93
id-3417,O15826,8446.74
id-3400,Q27686,84478.35
id-4273,P48499,84483.73
id-3332,Q6TUJ5,84495.6
id-746,Q27686,84499.31
id-1039,P48499,845.01
id-1835,Q4QBL1,845.12
id-2639,P48499,845.14
id-440,O15826,845.22
id-3295,Q4QHJ8,845.38
id-3715,O15826,845.63
id-489,Q4QBL1,845.73
id-4368,P48499,84514.9
id-3793,O97193,8452.19
id-3822,Q4QHJ8,84527.06
id-4160,Q27686,84533.74
id-2301,P48499,8455.71
id-2124,P48499,8456.66
id-801,Q6TUJ5,84562.8
id-3513,P48499,8457.46
id-1723,Q6TUJ5,84572.92
id-1423,O97193,8458.52
id-3685,O15826,846.36
id-2464,O97193,846.57
id-2183,Q6TUJ5,846.68
id-223,Q6TUJ5,846.69
id-3686,P48499,84600.96
id-1073,Q6TUJ5,84603.66
id-527,Q4QBL1,8463.73
id-1596,Q27686,84659.78
id-1931,O97193,8468.11
id-294,Q6TUJ5,8468.44
id-584,O97193,847.17
id-539,O97193,847.62
id-1509,P48499,8472.67
id-190,Q4QBL1,8473.06
id-3495,Q27686,8474.52
id-3348,Q6TUJ5,84746.65
id-959,O15826,8475.97
id-4769,Q4QHJ8,84772.05
id-3021,Q4QHJ8,84785.64
id-2828,Q4QHJ8,848.23
id-2300,Q4QBL1,848.47
id-672,Q4QHJ8,8480.87
id-2265,P48499,84802.03
id-1470,Q27686,8483.65
id-4921,Q6TUJ5,8484.47
id-4072,Q6TUJ5,84845.71
id-3008,Q4QHJ8,8485.79
id-2525,Q4QHJ8,84874.5
id-1998,Q4QBL1,8488.12
id-3461,Q4QBL1,84885.12
id-2821,Q27686,849.23
id-1537,O15826,849.24
id-4621,O97193,849.3
id-2725,Q6TUJ5,849.36
id-990,Q4QHJ8,849.76
id-3257,O97193,849.96
id-485,Q6TUJ5,84928.66
id-1088,P48499,8493.36
id-282,O15826,8493.49
id-1866,Q27686,8493.67
id-30,Q6TUJ5,849338.33
id-4280,P48499,8494.52
id-822,P48499,84944.32
id-4429,Q4QBL1,8495.27
id-1822,P48499,84961.95
id-460,Q4QHJ8,8497.05
id-996,Q27686,8497.3
id-2444,O15826,84973.99
id-459,O15826,85.01
id-182,Q4QHJ8,85.23
id-2869,Q6TUJ5,85.27
id-2681,O97193,85.32
id-2411,Q6TUJ5,85.37
id-3024,P48499,85.38
id-3313,O15826,85.44
id-2036,O15826,85.46
id-1488,O15826,85.52
id-5352,O97193,85.62
id-965,O15826,85.7
id-5294,O15826,85.79
id-4931,O15826,85.8
id-1885,Q4QHJ8,85.83
id-2078,Q6TUJ5,85.86
id-418,O97193,85.9
id-2407,O97193,85.96
id-4372,Q27686,850.44
id-632,Q4QHJ8,850.81
id-1001,Q27686,850.85
id-1138,Q4QBL1,850.89
id-3271,Q6TUJ5,850.89
id-880,Q4QHJ8,850.89
id-1627,Q4QHJ8,85000.86
id-4814,P48499,85002.54
id-2663,Q4QBL1,8501.7
id-1141,O15826,8501.76
id-3505,P48499,85035.31
id-1735,Q6TUJ5,85039.7
id-81,Q4QBL1,85048.94
id-3446,P48499,85052.39
id-3308,Q27686,85057.06
id-1936,Q27686,8506.52
id-298,P48499,85089.76
id-2389,Q27686,851.42
id-1388,O15826,851.53
id-3463,O97193,85102.93
id-1507,Q4QBL1,8511.45
id-617,Q27686,8511.57
id-3272,Q27686,85120.31
id-2764,O15826,8513.64
id-314,Q27686,85171.17
id-3771,Q27686,85173.6
id-1449,Q6TUJ5,8518.3
id-3291,Q4QBL1,85183.98
id-4301,O97193,8519.46
id-1642,O97193,852.35
id-270,O15826,852.48
id-3998,O15826,852.48
id-4611,O15826,852.48
id-4642,O15826,852.48
id-3855,O15826,852.48
id-1731,Q6TUJ5,852.77
id-5293,Q27686,852.86
id-3477,Q4QHJ8,85212.23
id-5222,Q6TUJ5,8522.88
id-38,Q27686,8523.82
id-1497,Q4QBL1,852301.97
id-2275,P48499,85250.97
id-4446,Q4QBL1,85258.65
id-419,P48499,8526.87
id-2188,Q27686,85265.3
id-3492,Q4QBL1,85266.98
id-3558,Q4QHJ8,8527.09
id-455,Q4QHJ8,8527.36
id-2772,Q6TUJ5,8527.77
id-2058,Q4QHJ8,85276.53
id-1724,Q27686,8528.32
id-4236,P48499,8528.75
id-3768,Q27686,853.11
id-4617,O15826,853.13
id-659,Q27686,853.26
id-3076,Q4QHJ8,853.4
id-4378,Q4QBL1,853.83
id-484,P48499,85301.53
id-897,Q4QHJ8,85301.81
id-645,Q27686,8531.68
id-1756,Q6TUJ5,85310.62
id-1106,O97193,85395.06
id-3384,Q27686,85398.52
id-5253,Q4QHJ8,854.18
id-1967,Q4QHJ8,854.21
id-1545,O97193,8540.33
id-4311,Q6TUJ5,85407.34
id-527,Q4QHJ8,8541.05
id-1071,P48499,85420.0
id-4181,Q4QHJ8,85434.26
id-2713,Q4QHJ8,8544.85
id-4497,Q27686,8547.26
id-3666,Q4QHJ8,85478.54
id-714,Q4QHJ8,855.08
id-5259,Q4QBL1,855.38
id-96,P48499,855121.48
id-2619,Q27686,85519.66
id-3800,Q27686,85544.36
id-4235,Q4QHJ8,85546.14
id-3662,Q4QHJ8,85549.62
id-5058,Q27686,8555.16
id-4536,Q27686,8556.09
id-3008,Q27686,8557.59
id-3008,P48499,8559.04
id-3525,Q27686,856.04
id-5077,O97193,856.66
id-246,P48499,856.66
id-245,P48499,856.66
id-158,Q4QBL1,856.81
id-3724,Q4QHJ8,85604.11
id-2290,Q27686,85614.36
id-891,P48499,85624.04
id-2081,P48499,85630.81
id-2359,Q4QBL1,85642.75
id-3274,Q4QBL1,8568.74
id-139,Q4QBL1,857.15
id-1665,Q27686,857.15
id-1168,O15826,857.61
id-4878,Q4QHJ8,8570.35
id-389,Q27686,85715.38
id-2271,P48499,857304.36
id-1040,Q4QBL1,8574.37
id-2261,Q4QHJ8,85743.24
id-3044,Q6TUJ5,857449.33
id-4922,Q6TUJ5,8575.27
id-2748,P48499,8575.74
id-2736,Q6TUJ5,8576.94
id-1673,O97193,8577.31
id-4414,Q27686,85790.13
id-4193,P48499,858.11
id-569,O15826,858.25
id-1129,Q6TUJ5,858.4
id-3354,Q4QHJ8,8581.05
id-413,Q27686,8581.47
id-4583,Q27686,85837.24
id-4053,Q4QHJ8,8584.62
id-327,Q27686,8585.67
id-3202,Q4QHJ8,85852.7
id-755,Q6TUJ5,85881.74
id-49,O15826,8589.07
id-4902,Q4QBL1,8589.2
id-1378,O97193,8589.3
id-925,Q6TUJ5,859.62
id-3446,O97193,8591.62
id-2534,Q4QHJ8,8592.2
id-366,Q4QBL1,85944.94
id-70,P48499,85945.13
id-339,Q4QHJ8,8595.0
id-2378,Q27686,8596.74
id-4610,O97193,8596.81
id-1720,Q27686,85968.63
id-1816,P48499,86.03
id-779,Q4QBL1,86.04
id-3181,O15826,86.14
id-4166,O97193,86.23
id-2621,O97193,86.27
id-1483,Q27686,86.33
id-4812,Q4QHJ8,86.39
id-2372,Q27686,86.53
id-1082,O15826,86.61
id-654,O97193,86.83
id-213,Q4QBL1,86.89
id-159,O15826,86.93
id-725,O15826,86.99
id-3840,O97193,860.08
id-5372,Q4QHJ8,860.43
id-4375,P48499,860.47
id-2010,O15826,860.58
id-2226,P48499,860.73
id-1864,Q4QBL1,860.94
id-2510,O97193,8600.24
id-1218,Q27686,8603.12
id-5266,Q27686,8604.13
id-2478,Q27686,8604.85
id-3213,Q27686,8605.66
id-232,Q4QBL1,86074.79
id-4626,O97193,8609.27
id-323,O97193,86090.01
id-2612,O97193,861.12
id-1153,P48499,861.72
id-256,P48499,861.77
id-4164,P48499,8611.79
id-3736,Q27686,86112.13
id-294,P48499,8612.72
id-2491,Q27686,8614.14
id-3216,O97193,8616.08
id-3291,O97193,8616.29
id-3771,Q4QHJ8,86173.32
id-400,O15826,862.55
id-5240,Q4QBL1,862.73
id-536,Q4QHJ8,862.78
id-3810,O97193,862.9
id-1725,P48499,86200.01
id-2390,P48499,86226.42
id-438,O97193,8623.01
id-1163,Q27686,86230.77
id-878,Q6TUJ5,8624.73
id-3825,Q4QHJ8,863.53
id-4678,Q4QHJ8,863.78
id-4874,O15826,863.82
id-3126,Q4QHJ8,8631.31
id-2179,Q4QBL1,8631.74
id-4562,Q6TUJ5,863167.81
id-3986,Q4QBL1,8632.92
id-3264,Q4QBL1,86336.59
id-717,P48499,86338.58
id-3014,O15826,8635.2
id-5255,Q27686,86355.27
id-4577,Q4QHJ8,86377.55
id-1448,Q4QHJ8,86377.55
id-244,Q4QHJ8,863789.74
id-3278,Q4QBL1,8639.94
id-3051,Q4QHJ8,86408.19
id-4268,Q27686,8643.24
id-3513,Q6TUJ5,8643.42
id-5232,Q27686,86438.27
id-2390,O97193,8645.58
id-3979,Q27686,86488.58
id-589,P48499,8649.53
id-1115,P48499,865.11
id-3521,Q4QBL1,8651.41
id-224,Q4QHJ8,8651.95
id-1507,Q4QHJ8,8652.41
id-4245,Q6TUJ5,86526.1
id-4422,O97193,8653.33
id-1932,O15826,8655.73
id-1674,Q4QBL1,8658.57
id-55,O97193,8658.68
id-3768,Q4QHJ8,866.25
id-2074,O15826,866.3
id-888,Q4QBL1,866.32
id-3221,Q6TUJ5,866.56
id-3122,Q4QHJ8,866.77
id-3075,Q4QBL1,866.85
id-349,Q4QHJ8,866.89
id-4962,Q4QHJ8,866.89
id-826,Q4QHJ8,866.89
id-3851,Q6TUJ5,8662.98
id-1407,Q6TUJ5,8662.98
id-3690,Q27686,86656.83
id-3478,Q6TUJ5,8669.09
id-425,O15826,867.24
id-3816,Q4QHJ8,867.53
id-2965,Q4QBL1,867.69
id-1479,P48499,8670.42
id-3479,P48499,86706.03
id-3847,Q4QBL1,86706.6
id-1555,Q4QHJ8,8673.93
id-3704,Q27686,86730.41
id-1343,O15826,8675.2
id-2485,Q27686,86751.84
id-1724,Q4QHJ8,8679.28
id-3802,Q4QHJ8,868.25
id-2587,Q4QHJ8,868.45
id-3460,Q4QBL1,8680.61
id-962,Q6TUJ5,86813.29
id-3961,O97193,8682.72
id-416,P48499,8688.85
id-577,Q4QHJ8,869.08
id-3467,O97193,869.17
id-798,O15826,869.94
id-275,Q4QBL1,8690.17
id-1646,P48499,86905.23
id-3728,Q6TUJ5,86909.52
id-3707,Q6TUJ5,86913.82
id-3824,Q6TUJ5,8692.44
id-101,Q27686,86931.28
id-4215,P48499,86942.45
id-1980,P48499,8695.02
id-4715,Q4QBL1,8695.31
id-2221,Q4QHJ8,86959.44
id-4424,Q6TUJ5,8697.86
id-2620,Q6TUJ5,86979.69
id-4072,O97193,8698.04
id-1536,Q27686,8698.52
id-515,O97193,87.01
id-795,O97193,87.03
id-5046,Q27686,87.05
id-3048,Q4QBL1,87.05
id-5278,Q4QHJ8,87.26
id-4173,Q6TUJ5,87.26
id-1778,O15826,87.5
id-3506,O15826,87.55
id-3207,O15826,87.66
id-373,O97193,87.67
id-127,O15826,87.68
id-1201,Q27686,87.69
id-1779,Q4QBL1,87.77
id-1057,Q27686,87.81
id-4811,O15826,87.82
id-3031,O97193,87.83
id-137,Q27686,87.92
id-4322,Q4QBL1,87.95
id-802,Q27686,870.24
id-73,O97193,870.7
id-1419,Q4QBL1,870.97
id-5241,O97193,8700.38
id-4328,Q27686,8701.76
id-1485,Q27686,87011.21
id-2591,Q27686,87011.78
id-2829,P48499,87013.5
id-1586,Q27686,8702.28
id-162,P48499,87027.83
id-4539,O15826,8704.28
id-4531,Q27686,8705.2
id-924,Q4QHJ8,8705.28
id-1755,Q6TUJ5,87050.58
id-291,P48499,87067.59
id-2279,Q27686,8707.64
id-3186,Q4QHJ8,87079.35
id-3074,P48499,8708.26
id-1451,Q4QHJ8,87086.14
id-2151,P48499,87095.61
id-830,O97193,871.09
id-408,O97193,871.09
id-4770,Q6TUJ5,8712.76
id-2368,O15826,8712.89
id-548,Q27686,8714.57
id-1197,Q27686,8715.88
id-2714,Q6TUJ5,87157.02
id-2811,O97193,8717.09
id-2052,O97193,8717.09
id-2175,Q4QHJ8,8719.88
id-67,Q4QHJ8,872.44
id-1992,Q4QBL1,872.49
id-305,P48499,872.66
id-673,P48499,872.74
id-1421,Q4QBL1,872.76
id-986,Q27686,8720.41
id-2401,Q6TUJ5,872084.23
id-678,Q4QHJ8,8721.62
id-2633,Q6TUJ5,87215.51
id-927,Q4QHJ8,87228.34
id-2258,P48499,8723.17
id-4715,Q27686,8723.8
id-3706,Q4QBL1,8724.05
id-5014,Q6TUJ5,8726.2
id-1814,Q4QHJ8,87276.24
id-187,O15826,873.1
id-1472,Q27686,873.14
id-4942,O97193,873.74
id-1931,Q6TUJ5,87304.9
id-2532,O15826,8732.31
id-2997,P48499,8732.93
id-2997,Q4QHJ8,8734.2
id-2626,Q27686,87351.98
id-381,O97193,8736.63
id-3742,O97193,8736.88
id-1020,P48499,873740.38
id-4302,Q6TUJ5,8738.29
id-3908,Q27686,87383.25
id-4130,Q27686,8739.33
id-3079,Q6TUJ5,874.21
id-2538,Q4QHJ8,8740.72
id-1627,O97193,8744.86
id-124,Q27686,87464.26
id-2670,O97193,8748.32
id-2598,Q27686,87494.81
id-1450,P48499,875.5
id-3845,P48499,8751.78
id-2649,Q27686,8751.8
id-1377,P48499,87519.98
id-655,Q4QBL1,8752.14
id-361,Q27686,8754.04
id-4888,O15826,8754.55
id-2182,Q4QBL1,8754.62
id-2494,Q4QHJ8,8756.24
id-3408,Q4QHJ8,87562.08
id-1016,Q27686,87583.23
id-172,Q6TUJ5,875865.96
id-5274,Q4QHJ8,876.41
id-3245,Q4QHJ8,876.68
id-1493,O97193,876.91
id-2728,Q4QHJ8,8760.47
id-3395,P48499,87600.93
id-3995,Q4QHJ8,8763.24
id-4300,Q27686,8763.4
id-3522,Q4QHJ8,8763.6
id-1042,Q6TUJ5,8764.6
id-776,P48499,8766.03
id-3745,Q27686,87660.58
id-156,O15826,8767.11
id-5077,Q4QHJ8,8768.47
id-956,Q4QHJ8,8768.49
id-483,Q4QHJ8,8769.76
id-1451,Q27686,87694.66
id-1821,Q4QBL1,877.02
id-2366,Q4QBL1,877.22
id-3207,Q4QBL1,877.57
id-1637,Q27686,87747.44
id-51,P48499,87754.28
id-3014,Q4QBL1,87774.71
id-3578,Q27686,8779.57
id-2582,Q4QBL1,87797.16
id-4812,Q6TUJ5,878.23
id-1528,O15826,878.56
id-833,O15826,878.56
id-4152,P48499,8780.13
id-313,Q6TUJ5,87821.75
id-4638,Q27686,87835.06
id-4681,Q27686,8784.26
id-2767,Q27686,87857.05
id-2180,Q4QHJ8,87872.19
id-2800,Q4QHJ8,8788.91
id-3194,P48499,87885.32
id-749,Q4QHJ8,878905.27
id-3189,Q4QHJ8,879.21
id-542,Q4QHJ8,879.42
id-1890,Q4QHJ8,879.44
id-4976,Q4QBL1,879.77
id-4621,Q27686,8790.69
id-2051,P48499,87922.47
id-3712,Q27686,87923.54
id-1353,Q6TUJ5,8793.78
id-3724,Q27686,87937.63
id-3190,P48499,87946.03
id-2871,Q4QBL1,8798.32
id-4679,Q27686,8798.46
id-405,Q4QHJ8,87984.47
id-2671,Q4QBL1,8799.59
id-1158,Q27686,87991.04
id-4913,O97193,88.08
id-2283,O15826,88.11
id-3558,O15826,88.12
id-1815,O15826,88.24
id-758,O97193,88.33
id-257,Q4QHJ8,88.43
id-5032,Q4QHJ8,88.43
id-1813,O97193,88.5
id-1049,O15826,88.51
id-1937,P48499,88.53
id-1279,Q27686,88.54
id-872,O15826,88.64
id-4164,O97193,88.67
id-3693,O97193,88.76
id-660,Q4QHJ8,88.78
id-5240,O97193,88.79
id-5201,P48499,88.84
id-2868,O97193,88.9
id-808,O15826,88.94
id-2583,Q27686,880.63
id-3943,Q4QBL1,880.83
id-371,Q6TUJ5,8804.31
id-4922,P48499,8804.73
id-544,Q27686,8804.86
id-4268,Q4QHJ8,8805.75
id-111,Q4QHJ8,88058.21
id-1747,P48499,88077.36
id-2468,Q6TUJ5,8808.77
id-537,Q4QHJ8,881.1
id-2865,Q4QHJ8,881.31
id-4504,O97193,881.41
id-356,P48499,8810.12
id-4752,P48499,8810.12
id-3030,Q6TUJ5,88101.92
id-4834,Q6TUJ5,88103.08
id-1622,Q27686,8812.01
id-3279,Q4QHJ8,8813.32
id-3058,Q27686,881460.44
id-1810,Q6TUJ5,88149.43
id-5095,Q4QHJ8,88174.99
id-3742,P48499,88181.18
id-159,Q6TUJ5,8819.42
id-4719,Q4QHJ8,882.09
id-541,Q4QHJ8,882.09
id-4074,Q27686,882.15
id-972,Q4QHJ8,882.5
id-3405,O97193,882.77
id-529,O15826,882.85
id-4359,Q6TUJ5,8822.96
id-4129,P48499,88239.49
id-1659,Q6TUJ5,88239.58
id-235,O15826,8824.06
id-2244,O97193,8824.21
id-4337,Q6TUJ5,88248.11
id-1140,Q4QBL1,88248.89
id-1587,Q4QBL1,8828.41
id-4185,P48499,8828.98
id-3483,P48499,883.22
id-813,Q6TUJ5,8830.89
id-2610,O97193,8830.97
id-2288,O97193,88318.48
id-3712,O97193,8833.96
id-2469,Q4QBL1,88345.44
id-593,P48499,883468.02
id-2208,Q6TUJ5,8836.2
id-1985,Q4QBL1,884.16
id-725,Q4QBL1,884.32
id-5272,Q4QHJ8,884.6
id-1190,O97193,884.66
id-553,Q4QHJ8,884.67
id-2754,Q6TUJ5,8842.35
id-1033,P48499,8843.52
id-1932,O97193,8844.65
id-1180,Q27686,88447.84
id-2106,O97193,8846.84
id-3322,Q4QHJ8,88463.09
id-1109,P48499,8848.96
id-1906,Q4QBL1,88493.3
id-5376,Q4QBL1,885.05
id-283,Q4QHJ8,885.41
id-3535,Q4QBL1,885.71
id-1030,Q4QHJ8,885.85
id-960,Q4QHJ8,885.85
id-2017,Q4QBL1,8852.37
id-3290,Q4QBL1,88559.78
id-4135,Q4QBL1,88566.3
id-4272,Q4QHJ8,88582.05
id-2832,P48499,88584.29
id-919,Q27686,88585.46
id-1871,O15826,886.71
id-91,P48499,886.72
id-2955,Q27686,8860.1
id-5006,Q4QHJ8,8860.65
id-3574,P48499,88606.37
id-2427,Q27686,88611.14
id-4040,O15826,8862.22
id-3619,P48499,88625.44
id-4328,Q4QHJ8,8863.19
id-3803,Q27686,88633.22
id-2641,Q4QHJ8,88641.01
id-1374,Q27686,88656.49
id-873,O97193,8866.45
id-153,Q6TUJ5,88669.24
id-1382,P48499,88671.38
id-3165,Q27686,8869.99
id-2019,O97193,887.04
id-3749,Q6TUJ5,887.89
id-674,Q4QHJ8,887.95
id-677,Q27686,887.98
id-4053,Q27686,8874.81
id-1518,P48499,8875.86
id-2047,P48499,88750.96
id-2787,Q27686,88767.04
id-3819,Q27686,88771.33
id-441,Q4QHJ8,88797.45
id-1587,O97193,888.12
id-2283,Q4QBL1,888.32
id-3883,Q27686,888.58
id-3295,Q27686,888.64
id-2661,Q4QHJ8,888.83
id-502,O97193,888.91
id-3457,Q4QBL1,88800.38
id-2711,Q27686,88809.05
id-321,Q27686,8883.11
id-4595,O97193,8883.86
id-639,Q6TUJ5,88834.31
id-3399,Q6TUJ5,8884.89
id-1137,Q6TUJ5,8886.85
id-2130,Q27686,8887.17
id-944,O97193,889.05
id-1025,Q4QHJ8,889.29
id-5062,Q4QHJ8,889.41
id-417,Q4QBL1,889.62
id-508,O97193,889.71
id-1591,Q27686,8890.47
id-2538,Q27686,8890.76
id-3814,P48499,8893.48
id-1000,Q4QBL1,8893.53
id-3411,Q4QHJ8,88938.15
id-274,P48499,8894.86
id-651,Q4QHJ8,88944.01
id-3881,Q4QBL1,8896.52
id-2282,Q27686,88968.33
id-4128,O97193,8897.53
id-2423,O15826,8897.87
id-3494,Q27686,88980.74
id-1556,Q4QBL1,8899.8
id-45,Q4QBL1,8899.84
id-4587,Q6TUJ5,8899.84
id-583,Q4QHJ8,89.23
id-3342,Q6TUJ5,89.31
id-3927,Q6TUJ5,89.31
id-1925,O97193,89.37
id-2145,O15826,89.48
id-5067,O97193,89.51
id-427,O15826,89.57
id-1783,Q27686,89.65
id-1816,Q6TUJ5,89.66
id-247,Q27686,89.7
id-5243,P48499,89.78
id-3943,O15826,89.97
id-3805,O97193,890.32
id-5262,Q4QBL1,890.42
id-3297,Q4QBL1,890.58
id-526,O97193,890.77
id-4399,Q4QBL1,8900.39
id-4456,Q27686,8900.53
id-3709,Q4QHJ8,8901.32
id-4266,Q4QBL1,89038.4
id-2297,P48499,8904.14
id-1485,O15826,8905.5
id-729,Q6TUJ5,8906.65
id-1823,Q6TUJ5,89069.88
id-3705,Q27686,8907.05
id-228,Q4QBL1,8908.93
id-3685,Q4QBL1,8909.23
id-2656,O15826,891.27
id-2760,Q4QBL1,891.44
id-3090,O15826,891.69
id-3319,P48499,891.78
id-1257,O97193,8911.73
id-4319,P48499,89120.06
id-1410,Q4QHJ8,8913.38
id-3054,Q4QBL1,89146.78
id-4813,Q27686,89163.32
id-3344,O97193,89172.72
id-3351,P48499,89179.97
id-161,Q4QBL1,8919.25
id-5037,Q6TUJ5,8919.92
id-3832,Q4QHJ8,892.03
id-4233,Q27686,892.58
id-311,Q27686,8920.18
id-2853,Q6TUJ5,8920.85
id-3791,Q27686,89204.35
id-55,Q27686,89214.15
id-2711,Q4QHJ8,89220.61
id-2005,Q27686,892252.66
id-1678,Q4QHJ8,8923.68
id-1507,Q27686,8924.17
id-2967,P48499,8924.91
id-2959,P48499,8924.91
id-845,Q27686,892445.18
id-1271,Q27686,892445.18
id-955,Q27686,8925.06
id-549,Q6TUJ5,8926.24
id-3772,Q6TUJ5,892636.77
id-1748,Q27686,89275.88
id-2872,Q6TUJ5,89287.64
id-2744,Q4QBL1,893.34
id-551,Q27686,893.6
id-1091,Q4QHJ8,893.83
id-941,Q4QBL1,893.87
id-4963,Q4QBL1,893.99
id-2960,Q4QBL1,89309.41
id-2719,Q4QHJ8,8931.52
id-3113,P48499,8932.77
id-671,P48499,8932.89
id-3307,Q4QHJ8,89323.14
id-1555,Q27686,8934.43
id-1203,Q27686,8935.4
id-5064,O97193,8935.48
id-3128,Q27686,89351.68
id-1062,Q6TUJ5,8936.15
id-3256,Q4QBL1,8937.21
id-765,Q6TUJ5,894.26
id-673,Q6TUJ5,894.32
id-3823,Q27686,894.42
id-1824,Q4QBL1,894.82
id-449,Q6TUJ5,89419.11
id-497,Q6TUJ5,8944.73
id-4563,P48499,8947.99
id-2075,Q6TUJ5,89484.52
id-1478,P48499,8949.68
id-385,Q4QHJ8,895.14
id-859,Q27686,895.87
id-98,O15826,895.92
id-804,Q27686,895.94
id-357,O97193,8950.43
id-655,Q4QHJ8,8950.64
id-3729,Q4QHJ8,89516.06
id-1536,P48499,8952.12
id-2557,Q27686,8955.71
id-1098,P48499,8956.38
id-1083,Q27686,89562.76
id-3058,Q4QHJ8,895729.36
id-3825,P48499,8958.72
id-1097,Q4QBL1,89583.41
id-3226,O97193,896.04
id-2293,Q4QHJ8,896.39
id-2690,O97193,896.57
id-3578,O97193,896.89
id-1166,P48499,89611.05
id-5300,Q6TUJ5,8964.06
id-2159,P48499,89669.81
id-2727,P48499,8967.15
id-3621,Q4QHJ8,8967.22
id-1256,Q27686,89676.9
id-436,Q6TUJ5,8968.37
id-4539,Q4QHJ8,89686.16
id-2699,O15826,897.31
id-1495,O15826,897.42
id-1884,Q4QBL1,897.84
id-1068,O97193,897.97
id-2873,O97193,897.97
id-933,Q27686,89730.09
id-153,O97193,8975.73
id-3438,Q6TUJ5,89767.33
id-2788,Q6TUJ5,897789.64
id-3526,Q6TUJ5,89787.84
id-1685,Q6TUJ5,89788.03
id-1828,P48499,8979.68
id-3340,Q27686,89797.4
id-4731,Q6TUJ5,898.29
id-2441,P48499,898.93
id-224,Q27686,8982.17
id-2806,P48499,8984.62
id-4109,Q6TUJ5,8984.73
id-2863,O15826,8985.92
id-3544,Q4QBL1,8988.99
id-2274,Q4QBL1,89886.67
id-951,Q27686,89888.35
id-3459,Q27686,89891.61
id-3428,P48499,899.3
id-288,Q4QHJ8,899.35
id-1505,Q4QBL1,899.71
id-294,Q4QHJ8,899.83
id-1904,Q4QHJ8,899.83
id-2997,Q4QBL1,8991.12
id-1988,Q4QBL1,8992.37
id-866,P48499,8993.58
id-2476,Q27686,89933.27
id-3783,Q6TUJ5,89948.47
id-577,P48499,8995.41
id-1980,Q4QHJ8,8997.82
id-149,P48499,8999.3
id-3911,Q4QHJ8,9.0
id-777,O97193,9.06
id-1032,O15826,9.08
id-4329,O15826,9.09
id-4875,O97193,9.14
id-1585,Q27686,9.16
id-1483,O15826,9.16
id-453,O15826,9.18
id-710,O15826,9.19
id-2142,O97193,9.19
id-760,O97193,9.19
id-1783,O15826,9.21
id-5286,Q27686,9.21
id-3142,O97193,9.25
id-846,Q4QHJ8,9.27
id-2646,Q4QHJ8,9.27
id-1383,Q4QBL1,9.34
id-1508,O97193,9.35
id-2722,O97193,9.35
id-3862,O97193,9.35
id-2470,Q4QBL1,9.36
id-2734,O15826,9.38
id-2678,O97193,9.38
id-5256,O97193,9.39
id-2078,Q4QHJ8,9.39
id-1779,O15826,9.4
id-191,O97193,9.4
id-2977,Q4QBL1,9.4
id-4401,O97193,9.4
id-629,O15826,9.49
id-3826,O97193,9.56
id-1177,O97193,9.58
id-3295,O15826,9.59
id-297,O15826,9.65
id-1970,O97193,9.66
id-5291,O97193,9.68
id-3445,Q27686,9.69
id-1201,O15826,9.7
id-2372,O97193,9.7
id-2949,Q27686,9.71
id-466,O15826,9.72
id-2474,O97193,9.75
id-1176,Q4QHJ8,9.76
id-5260,O15826,9.86
id-2812,O15826,9.89
id-3768,O97193,9.9
id-2331,O97193,9.9
id-468,O97193,9.93
id-3356,O97193,9.93
id-3188,O97193,9.93
id-3523,O15826,9.95
id-3609,Q27686,9.95
id-3606,O97193,9.95
id-5046,O97193,9.96
id-247,O15826,9.97
id-1962,O97193,9.97
id-1572,O97193,9.97
id-453,O97193,9.97
id-4005,O97193,90.07
id-2798,O97193,90.1
id-2289,O15826,90.24
id-2040,O15826,90.25
id-1043,O97193,90.31
id-5229,P48499,90.35
id-1889,Q27686,90.37
id-3342,P48499,90.38
id-3927,P48499,90.38
id-385,O97193,90.44
id-3714,O15826,90.46
id-1864,O97193,90.49
id-518,O15826,90.5
id-2665,O97193,90.61
id-1572,Q4QBL1,90.67
id-829,O97193,90.67
id-1962,Q4QBL1,90.67
id-354,O97193,90.67
id-4587,O97193,90.73
id-3178,O97193,90.75
id-188,O97193,90.78
id-904,Q27686,90.79
id-5215,O97193,90.9
id-5376,O15826,90.97
id-4326,Q27686,900.01
id-1854,Q4QBL1,900.18
id-809,O15826,900.23
id-3568,O15826,900.3
id-145,O97193,900.46
id-4768,Q6TUJ5,900211.41
id-2692,P48499,9003.06
id-869,Q4QBL1,9003.92
id-2240,P48499,90040.86
id-2050,Q6TUJ5,90060.73
