smile-id,smile
smile-11447,CC1CN2CC(=O)NC3=CC=C(Cl)C=C3C2(O1)C1=CC=CC=C1
smile-11448,O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21
smile-11449,Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1
smile-11450,NC(=O)c1ccc(I)c([N+](=O)[O-])c1
smile-11451,CCC1=N[C@@H](C)CC1(c1ccccc1)c1ccccc1
smile-11452,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1
smile-11453,NC1=NC=C(S1)S(=O)(=O)C1=CC=C(N)C=C1
smile-11454,O=C1NOC[C@H]1/N=C/c1ccc(/C=N/[C@@H]2CONC2=O)cc1
smile-11455,CCS(=O)(=O)N1CCC(Oc2ccc(Cl)cn2)CC1
smile-11456,COC1=C(OC)C(OC)=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C=C1
smile-11457,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](S)CCN1C(=O)N(C)C(C)(C)C1=O)C(C)(C)C
smile-11458,CC1=C(Br)C(O)=C(Br)C=C1Br
smile-11459,COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl
smile-11460,C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@H]3[C@H]1C[C@@H](O)[C@@H]2O
smile-11461,CC(=O)N[C@@H](CCC(N)=O)C(O)=O
smile-11462,OC[C@@H]1NC[C@H](O)[C@H]1O
smile-11463,CCCc1nc(NCCO)nc(N2CCOCC2)n1
smile-11464,C[C@H](C1=Cc2ccccc2[S@@]1=O)N(O)C(N)=O
smile-11465,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
smile-11466,OC1=CC=C(C=C1)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1
smile-11467,CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1
smile-11468,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O
smile-11469,OCC(O)COC(=O)C1=C(NC2=CC=NC3=CC(Cl)=CC=C23)C=CC=C1
smile-11470,CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3C[C@@](C)(O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
smile-11471,[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O
smile-11472,C[C@]12C[C@@H]3C[C@@](N)(C1)C[C@@](CO)(C3)C2
smile-11473,COC1=NSN=C1NS(=O)(=O)C1=CC=C(N)C=C1
smile-11474,CCOC(=O)/C=C1\S[C@@H](N2CCCCC2)C(=O)N1C
smile-11475,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
smile-11476,[O-][N+](=O)C1=CN=C(NC(=O)C2=CC=CS2)S1
smile-11477,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
smile-11478,CC(=O)OCC(=O)[C@]12OC3(CCCC3)O[C@H]1C[C@@H]1[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]12C
smile-11479,CC(C)N(CCC(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C
smile-11480,COc1noc(COc2ccccc2OC[C@H](O)CNC(C)(C)C)n1
smile-11481,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1
smile-11482,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)no1
smile-11483,Oc1ccc2c3c1O[C@H]1[C@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
smile-11484,C[C@H](CNCCNC[C@@H](C)N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O)N1C(=O)c2cccc3cc([N+](=O)[O-])cc(c23)C1=O
smile-11485,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(CC[C@H]34)=NO)[C@@H]1CC[C@@]2(O)C#C
smile-11486,CC(C)C1=C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)C(=NC(=N1)N(C)S(C)(=O)=O)C1=CC=C(F)C=C1
smile-11487,O=C(O)CN1CCOCC1
smile-11488,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21
smile-11489,CC(C)CN1C=NC2=C(N)N=C3C=CC=CC3=C12
smile-11490,NC(=N)C1=CC(Br)=C(OCCCOC2=C(Br)C=C(C=C2)C(N)=N)C=C1
smile-11491,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C
smile-11492,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@@H](Cc1ccccc1)NS2(=O)=O
smile-11493,CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
smile-11494,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]2CC[C@]3(C)[C@H](O)CC[C@@H]3[C@@H]12
smile-11495,C[C@H](C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2
smile-11496,CCCCCCCCCCCCCCCCCC(=O)O
smile-11497,NCc1cccnc1
smile-11498,CCC(=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1
smile-11499,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
smile-11500,OC(=O)CC1=CN=CC=C1
smile-11501,COC1=C2C=CC(Cl)=CC2=C(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)N=C1
smile-11502,COC1=CC=C(C=C1)C1=CC(=S)SS1
smile-11503,O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O
smile-11504,CS(=O)(=O)OCCCCOS(C)(=O)=O
smile-11505,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
smile-11506,CCCC(=O)O
smile-11507,Cc1ccsc1/C=C/C1=NCCCN1C
smile-11508,O=C(O)CC[C@@H](CP(O)OO)C(=O)O
smile-11509,CC(=O)NS(=O)(=O)C1=C(C=CC(N)=C1)S(=O)(=O)C1=CC=C(N)C=C1
smile-11510,C[C@H]1O[C@H](C[C@H](OC=O)[C@@H]1OC=O)O[C@H]1[C@H](C)O[C@@H](C[C@H]1OC=O)O[C@@H]1[C@@H](C)O[C@H](C[C@@H]1OC=O)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@H]([C@H](C[C@]32O)OC=O)C2=CC(=O)OC2)C1
smile-11511,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=CN=C(C2=CC=CC=C2)C(=N1)C1=CC=CC=C1
smile-11512,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC[C@H](O)C[C@@H]4[C@H]3C(=C)C[C@@]21CC
smile-11513,O[C@]1(COC(=O)C2=CN=CC=C2)O[C@H](COC(=O)C2=CN=CC=C2)[C@@H](OC(=O)C2=CN=CC=C2)[C@@H]1OC(=O)C1=CN=CC=C1
smile-11514,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@@H]3[C@@H]1CC[C@@H]2O
smile-11515,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21
smile-11516,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O
smile-11517,CC(C)c1cccc2c1O[C@H](C(C)C)C(=S)N2CC(=O)O
smile-11518,CCCCC/C=C\C[C@H](O)c1ccc(/C=C\[C@@H](O)CCCC(=O)O)cc1
smile-11519,N#Cc1ccc2c(c1)CO[C@]2(CCC=O)c1ccc(F)cc1
smile-11520,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1C[C@@H]2CN(C)C[C@@H]2C1
smile-11521,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
smile-11522,CCOC(=O)C1=C[C@]2(CC)CCCN3CCC4=C([C@H]23)N1C1=CC=CC=C41
smile-11523,COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)[C@H](O)C2=O
smile-11524,O=c1[nH]cc(F)c(=O)[nH]1
smile-11525,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1
smile-11526,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
smile-11527,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CCN3C[C@H]4C[C@H](CC)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1[C@@H]2C(=O)OC
smile-11528,N[C@H]1CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O
smile-11529,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
smile-11530,CCCCCn1cnc2cccc3nc4c(c1c23)Cn1c-4cc2c(c1=O)COC(=O)[C@@]2(CC)OC(=O)CN(C)C(=O)CN
smile-11531,COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@](C)(CC[C@H]4C(C)(C)C(=O)C(C#N)=C[C@]34C)[C@]1(C)CC2
smile-11532,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
smile-11533,CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1
smile-11534,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(F)cc2)c2ccccc12
smile-11535,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O
smile-11536,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
smile-11537,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
smile-11538,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
smile-11539,CN1CC[C@@H](CN2c3ccccc3Sc3ccccc32)C1
smile-11540,N[C@@H](CCS)C(=O)O
smile-11541,COc1ccc2c(c1)c(CCNC(C)=O)cn2[C@@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O
smile-11542,CC(=O)N(C[C@@H](O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NC[C@@H](O)CO)c1I
smile-11543,Nc1ncc(-c2ccncc2)nc1Nc1ccc2[nH]ccc2c1
smile-11544,Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
smile-11545,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)C1=NC(=NC(=C1)N1CCCC1)N1CCCC1
smile-11546,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
smile-11547,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=C1
smile-11548,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C2CCC(CC2)[C@H]1C(=O)O
smile-11549,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
smile-11550,O=C1NC(=O)[C@@](C2=C[C@H]3O[C@@H]3C=C2)(c2ccccc2)N1
smile-11551,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)[C@@H](COCc1ccccc1)C(=O)O
smile-11552,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
smile-11553,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)SSCC[C@H](C(N)=O)S(=O)(=O)O)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)C=CC=C(C)C2
smile-11554,CCCCc1noc(-c2ccc(C(=O)NC[C@H]3CCCC3(C)C)cc2)n1
smile-11555,CCO[C@@H](CC1=CC=C(OCCN2C(C)=CC=C2C2=CC=C(SC)C=C2)C=C1)C(O)=O
smile-11556,O=C1c2c(c3c4ccc(O)cc4n([C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO
smile-11557,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O
smile-11558,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1
smile-11559,CCN(CC)C(=O)NC1=CC(C(C)=O)=C(OCC(O)CNC(C)(C)C)C=C1
smile-11560,CCN(CC)CCOC(=O)[C@H](c1ccccc1)C1CCCCC1
smile-11561,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3[C@@]2(c2ccccc2)O1
smile-11562,CN1C2=C(N(CCOC(=O)C(C)(C)OC3=CC=C(Cl)C=C3)C=N2)C(=O)N(C)C1=O
smile-11563,Cc1cc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)NNC(=O)c4ccc(O)c(O)c4)c4csc(N)n4)[C@H]3SC2)n2nc(C(=O)O)nc2n1
smile-11564,CN(C)C(=O)O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O
smile-11565,NC(=O)NC(=O)Cc1ccccc1
smile-11566,Clc1ccc([C@]23CNC[C@@H]2C3)cc1Cl
smile-11567,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)nc2)cc1
smile-11568,CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
smile-11569,CC1CCC2=C(N3CCC(O)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
smile-11570,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@]3(C)O[C@@H]3[C@@H]21
smile-11571,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
smile-11572,CCN1C(=O)N(/N=C/[C@H](O)C2CCCCC2)[C@@H]2C[C@H](SCCCC(=O)O)C[C@@H]21
smile-11573,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
smile-11574,CCC1=CC(=CC=N1)C(N)=S
smile-11575,C[C@@H](CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O
smile-11576,CC[C@@H](Cc1c(I)cc(I)c(N)c1I)C(=O)O
smile-11577,C/C=C1\[C@@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2
smile-11578,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
smile-11579,COC1=CC=C(C=C1)N(CCCC(O)=O)C(=O)C1=CC=C(Cl)C=C1
smile-11580,O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
smile-11581,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H]([C@@H]3COC(=O)C3)CC[C@]12O
smile-11582,C[C@H]1CC(CN)(CC(=O)O)C[C@@H]1C
smile-11583,NCCc1ccc(O)c(OS(=O)(=O)O)c1
smile-11584,Oc1c(Br)cc(Br)c2cccnc12
smile-11585,COc1ccc(CC(=O)NCc2ccccc2-c2ccccc2C(=O)NCCc2cccnc2)cc1
smile-11586,CCCCOc1ccc(CC(=O)NO)cc1
smile-11587,FC(F)(F)[C@@H](Cl)Br
smile-11588,NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
smile-11589,CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1
smile-11590,C[C@@H]1[C@@H](OC(=O)N2CCc3ccc(Cl)cc3[C@@H](C)C2)O[C@@H](C(=O)O)[C@H](C)[C@H]1C
smile-11591,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
smile-11592,CC(C)=CCc1cc([C@@H](O)[C@@H]2NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)CNC2=O)ccc1O
smile-11593,O=C(N[C@@H](Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
smile-11594,BrC1=CC=C2NC(=O)CN=C(C3=CC=CC=N3)C2=C1
smile-11595,O=C1NC(=O)[C@@H](Cc2ccc(OCCNc3ncccc3OS(=O)(=O)O)cc2)S1
smile-11596,C[C@H](O)[C@@H](O)[C@@H]1CNc2nc(N)nc(N)c2N1
smile-11597,C[N@+]1(CC2CC2)CC[C@]23CC(=O)CC[C@@]2(O)[C@H]1Cc1ccc(C(N)=O)c(O)c13
smile-11598,C[C@H](O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
smile-11599,O=C1C(O)=C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
smile-11600,CN(C)CCCOC1(CC2=CC=CC=C2)CCCCCC1
smile-11601,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
smile-11602,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21
smile-11603,C/C(=C\CC[C@H](C)[C@H]1C[C@H](O)[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@H](O)CC[C@@]45C[C@]35[C@@H](O)C[C@]12C)C(=O)O
smile-11604,CCCCNC(=O)C1=C(O)C=C(Cl)C=C1
smile-11605,C[C@@H](O)[C@H]1C(=O)[C@H]2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12
smile-11606,CC(C)(C)CC(=O)c1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12
smile-11607,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCNC[C@@H]1OC
smile-11608,CC(C)c1nc(NS(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
smile-11609,CC(C)=CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
smile-11610,Cc1ccc(NC(=O)c2ccc(Cl)cc2Cl)c(C(=O)O)c1
smile-11611,CC(=O)SC[C@@H](CC(=O)c1ccc(C)cc1)C(=O)O
smile-11612,COc1cc([S@](C)=O)ccc1-c1nc2ccncc2[nH]1
smile-11613,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
smile-11614,CC[C@]1(C)OC(=O)NC1=O
smile-11615,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1
smile-11616,N=C(N/N=C/c1cccc(C(=N)N)c1)N/N=C/c1cccc(C(=N)N)c1
smile-11617,CC(C)CN(C)c1ccccc1C[S@@](=O)c1nc2ccccc2[nH]1
smile-11618,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
smile-11619,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
smile-11620,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OP(C)(C)=O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
smile-11621,Cc1onc(-c2ccccc2)c1-c1ccnc(NC2CCC(O)CC2)n1
smile-11622,CN[C@H]1[C@H](O)C[C@H]2[C@@H]3CCc4cc(O)c(O)cc4[C@H]3CC[C@@]21C
smile-11623,CN1C=CC=C/C1=C/N=O
smile-11624,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
smile-11625,CN1[C@@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2
smile-11626,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O
smile-11627,Clc1ccc([C@@H](Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
smile-11628,CC(=O)ON(OCc1ccccc1)[C@@H]1c2cc(C#N)ccc2OC(C)(C)[C@H]1O
smile-11629,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
smile-11630,O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
smile-11631,CCCC[C@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
smile-11632,C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1
smile-11633,CC1=CC(=O)OC2=CC(O)=C(OCC(O)=O)C=C12
smile-11634,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@@H](O)CC(=O)O
smile-11635,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br
smile-11636,C/C(=C\CC[C@@H](C)[C@H]1C[C@@H](O)[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@H](O)CC[C@@]45C[C@]35[C@@H](O)C[C@]12C)C(=O)O
smile-11637,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
smile-11638,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
smile-11639,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12
smile-11640,CC(C)(C)S(=O)(=O)N[C@@H]1CC[C@@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1
smile-11641,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
smile-11642,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1
smile-11643,S=P(N1CC1)(N1CC1)N1CC1
smile-11644,Nc1nc(O)c2ncn(COCC(=O)O)c2n1
smile-11645,CC(=O)Oc1c(C)cc(OC[C@H](O)CNC(C)C)c(C)c1C
smile-11646,Nc1nc2ccc(OC(F)(F)F)cc2s1
smile-11647,CCOC1=C(C=NN(C)C1=O)N1CCOCC1
smile-11648,NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC1=O
smile-11649,C[C@]12C[C@H](O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@H]1CC[C@@H]1[C@@H]3CC[C@@](O)([C@H](O)CO)[C@]3(C)CC(=O)[C@H]12
smile-11650,C[C@H]1Nc2ccc(Cl)cc2S(=O)(=O)N1
smile-11651,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H]([C@@H]2[C@H]5O)N3[C@@H]1O
smile-11652,C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CCN1
smile-11653,N[C@@H](CCC(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O)C(=O)O
smile-11654,OC[C@@H]1NC[C@H](O)[C@@H]1O
smile-11655,CN(C)CCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2
smile-11656,CC[C@H](c1ccccc1)[C@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1
smile-11657,CC(C)C1CCC(C)CC1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)OC1CC(C)CCC1C(C)C
smile-11658,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
smile-11659,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O
smile-11660,N[C@H]1CON=C1O
smile-11661,CO[C@]1(C)[C@@H](N(C)C(=O)c2ccccc2)[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
smile-11662,COc1ccc(COc2cc3oc(=O)c4cc([C@@H](C)O)ccc4c3cc2OC)cc1
